"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","CouncilArea","Lattitude","Longtitude"
"Richmond","24 The Crofts","2","h",1125000,"S","hockingstuart","30-07-16",2.6,"3121","2","1","0",103,74,"Yarra",-37.8199,144.9911
"Richmond","5 Union St","3","h",1520000,"S","Biggin","30-07-16",2.6,"3121","3","1","2",248,100,"Yarra",-37.8185,144.9935
"Rosanna","20 Rowell St","5","h",1101500,"S","Nelson","03-09-16",11.4,"3084","4","2","1",629,207,"Banyule",-37.7395,145.0773
"Rosanna","20 Jones Cr","4","h",960000,"VB","Nelson","03-12-16",11.4,"3084","4","2","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","36 Victoria Av","4","h",1040000,"S","Miles","04-03-17",11.4,"3084","4","2","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","28a Brassey Av","3","h",765000,"SP","Nelson","04-06-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","21 Darvall St","2","h",971000,"S","Miles","04-06-16",11.4,"3084","3","1","1",608,194.003846153846,"Banyule",-37.7407,145.0612
"Rosanna","9 Jolliffe Cr","3","h",830000,"VB","Miles","04-06-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","39 Alfreda Av","3","h",1215000,"S","Fletchers","07-05-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","2/24 Arden Cr","3","h",800000,"S","Buckingham","07-05-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","101 Ellesmere Pde","4","h",1020000,"PI","Fletchers","07-05-16",11.4,"3084","4","2","2",843,181,"Banyule",-37.7348,145.0656
"Rosanna","21 Ruthven St","3","h",1050000,"SP","Miles","07-05-16",11.4,"3084","3","1","2",1016,205,"Banyule",-37.7299,145.0656
"Rosanna","48 Grove Rd","3","h",1155000,"S","Miles","10-09-16",11.4,"3084","3","2","1",608,194.003846153846,"Banyule",-37.7439,145.0688
"Rosanna","2 Leon Av","3","h",915000,"S","Barry","10-09-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","2 Millicent St","4","h",1050000,"VB","Nelson","10-12-16",11.4,"3084","4","2","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","166 Rosanna Rd","3","h",620000,"VB","Miles","10-12-16",11.4,"3084","3","1","0",454,134,"Banyule",-37.7449,145.072
"Rosanna","70 McCrae Rd","3","h",780000,"S","Barry","11-02-17",11.4,"3084","3","1","2",627,154,"Banyule",-37.7367,145.0797
"Rosanna","11 Thomson Dr","4","h",1051000,"SP","Nelson","12-11-16",11.4,"3084","4","2","2",651,194.003846153846,"Banyule",-37.7338,145.0703
"Rosanna","1 Hillside Rd","5","h",2530000,"S","Miles","13-08-16",11.4,"3084","5","3","1",1850,194.003846153846,"Banyule",-37.7465,145.0612
"Rosanna","1/249 Lower Plenty Rd","3","h",720000,"SP","hockingstuart","13-08-16",11.4,"3084","3","1","2",604,194.003846153846,"Banyule",-37.7377,145.0737
"Rosanna","36 Jones Cr","3","h",825000,"S","Miles","14-05-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","1/241 Lower Plenty Rd","2","h",725000,"S","Buckingham","14-05-16",11.4,"3084","2","2","2",336,194.003846153846,"Banyule",-37.7381,145.073
"Rosanna","1/73 Lower Plenty Rd","4","h",821000,"SP","Nelson","14-05-16",11.4,"3084","3","1","2",403,148,"Banyule",-37.7437,145.0633
"Rosanna","27 Thomson Dr","4","h",890000,"VB","Miles","14-05-16",11.4,"3084","4","3","2",583,182,"Banyule",-37.733,145.0694
"Rosanna","1/75 Ellesmere Pde","3","h",695000,"S","Love","15-10-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","180 Grandview Gr","6","h",1245000,"S","Nelson","16-04-16",11.4,"3084","3","3","4",911,194.003846153846,"Banyule",-37.7312,145.0635
"Rosanna","11/77 McCrae Rd","2","h",430000,"S","hockingstuart","16-04-16",11.4,"3084","2","1","1",164,83,"Banyule",-37.7362,145.079
"Rosanna","28 Stanton Cr","3","h",980000,"S","Miles","16-04-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","68 Finlayson St","3","h",860000,"S","Miles","16-07-16",11.4,"3084","3","1","2",583,194.003846153846,"Banyule",-37.7346,145.0715
"Rosanna","51 Davies St","3","h",1012000,"S","Fletchers","17-09-16",11.4,"3084","3","2","1",323,142,"Banyule",-37.7359,145.0614
"Rosanna","109 Ellesmere Pde","3","h",1020000,"SP","Miles","17-09-16",11.4,"3084","3","1","2",927,141,"Banyule",-37.7342,145.0658
"Rosanna","206 Waiora Rd","4","h",1610000,"S","Bekdon","18-06-16",11.4,"3084","4","1","4",1613,194.003846153846,"Banyule",-37.7324,145.0606
"Rosanna","22 Douglas St","2","h",1200000,"S","Miles","19-11-16",11.4,"3084","2","1","1",757,194.003846153846,"Banyule",-37.7428,145.07
"Rosanna","54 Grove Rd","4","h",1270000,"S","Fletchers","22-05-16",11.4,"3084","4","2","4",604,230,"Banyule",-37.7435,145.0686
"Rosanna","43 Brassey Av","4","h",870000,"PI","Barry","22-08-16",11.4,"3084","4","2","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","155 Bellevue Av","3","h",1200000,"SP","Miles","24-09-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","7 Braeside Av","3","h",892500,"S","Miles","24-09-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","9 Greensborough Rd","3","h",515000,"S","Ray","24-09-16",11.4,"3084","3","2","1",606,99,"Banyule",-37.7347,145.0783
"Rosanna","10 Stokes St","3","h",1000000,"S","Barry","25-02-17",11.4,"3084","3","1","1",826,194.003846153846,"Banyule",-37.7352,145.0714
"Rosanna","14 Invermay Gr","3","h",945000,"S","Miles","26-07-16",11.4,"3084","3","1","1",625,135,"Banyule",-37.7412,145.0642
"Rosanna","14 Milford Gr","4","h",1720000,"S","Miles","27-11-16",11.4,"3084","4","4","2",1215,194.003846153846,"Banyule",-37.7387,145.0729
"Rosanna","9 Kathleen St","3","h",850000,"S","Miles","28-05-16",11.4,"3084","3","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","20 Finlayson St","3","h",852000,"S","Nelson","28-08-16",11.4,"3084","3","1","1",776,194.003846153846,"Banyule",-37.7393,145.0685
"Rosanna","41 Stanton Cr","2","h",810000,"S","Barry","28-08-16",11.4,"3084","2","1","2",727.914893617021,194.003846153846,"Banyule",-37.7446,145.06955
"Rosanna","7 Douglas St","4","h",1021000,"S","Nelson","30-07-16",11.4,"3084","4","2","2",782,194.003846153846,"Banyule",-37.7433,145.0716
"Rosanna","23 Silk St","3","h",908000,"S","Miles","30-07-16",11.4,"3084","3","1","2",692,125,"Banyule",-37.7345,145.0753
"Seddon","56 Hamilton St","3","h",1145000,"S","Burnham","03-09-16",6.6,"3011","3","1","1",350,116,"Maribyrnong",-37.8094,144.8869
"Seddon","14 Pole St","3","h",970000,"S","Jas","03-12-16",6.6,"3011","3","1","0",137,98,"Maribyrnong",-37.8078,144.8972
"Seddon","38 Lily St","3","h",1325000,"VB","Jas","04-06-16",6.6,"3011","3","3","2",227,211,"Maribyrnong",-37.8033,144.8897
"Seddon","58 Station Rd","3","h",1330000,"S","Sweeney","07-11-16",6.6,"3011","3","3","2",168,187,"Maribyrnong",-37.8066,144.887
"Seddon","44 Alexander St","3","h",1075000,"SP","Jas","08-10-16",6.6,"3011","3","2","1",306,140,"Maribyrnong",-37.8038,144.8896
"Seddon","50 Hyde St","3","h",937500,"S","Village","08-10-16",6.6,"3011","2","2","2",409,123.993421052632,"Maribyrnong",-37.8097,144.8987
"Seddon","38 Lily St","3","h",1350000,"PI","Village","08-10-16",6.6,"3011","3","3","2",227,211,"Maribyrnong",-37.8033,144.8897
"Seddon","15 Pentland Pde","4","h",1201000,"S","Village","10-12-16",6.6,"3011","4","2","1",299,158,"Maribyrnong",-37.8087,144.8952
"Seddon","61 Station Rd","3","h",990000,"S","Jas","12-11-16",6.6,"3011","3","1","0",371,134,"Maribyrnong",-37.8066,144.8853
"Seddon","5 Henry St","2","h",780000,"S","Jas","15-10-16",6.6,"3011","2","1","1",176,123.993421052632,"Maribyrnong",-37.8052,144.8883
"Seddon","64 Pilgrim St","3","h",880000,"SP","Jas","15-10-16",6.6,"3011","3","1","0",216,125,"Maribyrnong",-37.8052,144.8941
"Seddon","11 Hotham St","3","h",1395000,"SP","Jas","16-04-16",6.6,"3011","3","1","2",467,155,"Maribyrnong",-37.8093,144.8941
"Seddon","16 Margaret St","3","h",965000,"S","Jas","16-04-16",6.6,"3011","3","1","0",217,104,"Maribyrnong",-37.8037,144.8874
"Seddon","258 Nicholson St","3","h",920000,"VB","Jas","16-07-16",6.6,"3011","3","2","1",309,149,"Maribyrnong",-37.807,144.898
"Seddon","24 Perry St","3","h",1001000,"S","Jas","16-07-16",6.6,"3011","2","1","1",256,123.993421052632,"Maribyrnong",-37.8086,144.8927
"Seddon","70 Station Rd","3","h",875000,"S","Jas","16-07-16",6.6,"3011","3","2","2",193,154,"Maribyrnong",-37.8065,144.8866
"Seddon","5 Williamstown Rd","2","h",822500,"SP","Biggin","17-09-16",6.6,"3011","2","2","1",228,111,"Maribyrnong",-37.8034,144.8855
"Seddon","52 Alexander St","2","h",990000,"S","Burnham","18-03-17",6.6,"3011","2","1","2",306,123.993421052632,"Maribyrnong",-37.8037,144.8893
"Seddon","22 Alfred St","3","h",1080000,"VB","Village","18-03-17",6.6,"3011","3","1","0",234,111,"Maribyrnong",-37.8051,144.8858
"Seddon","34 Princess St","3","h",1126000,"S","Jas","18-03-17",6.6,"3011","3","1","0",357,123.993421052632,"Maribyrnong",-37.8103,144.8962
"Seddon","2 Seddon St","2","h",1025000,"SP","Sweeney","18-03-17",6.6,"3011","2","1","0",248,123.993421052632,"Maribyrnong",-37.8083,144.8896
"Seddon","93 Williamstown Rd","5","h",1275000,"SP","Jas","18-03-17",6.6,"3011","5","3","1",386,218,"Maribyrnong",-37.8078,144.8846
"Seddon","20 Greig St","3","h",881000,"S","Jas","18-06-16",6.6,"3011","2","1","2",217,123.993421052632,"Maribyrnong",-37.8075,144.8909
"Seddon","27 thomson St","2","h",955000,"SP","Jas","19-11-16",6.6,"3011","2","1","0",148,72,"Maribyrnong",-37.8084,144.8907
"Seddon","4 webster St","4","h",1455000,"SP","Jas","19-11-16",6.6,"3011","4","2","3",571,198,"Maribyrnong",-37.809,144.8865
"Seddon","23 Henry St","3","h",1200000,"S","Burnham","22-08-16",6.6,"3011","2","1","1",374,123.993421052632,"Maribyrnong",-37.8057,144.8882
"Seddon","32 Walter St","4","h",970000,"VB","Jas","23-04-16",6.6,"3011","2","2","1",149,127,"Maribyrnong",-37.8047,144.8948
"Seddon","54 Charles St","3","h",1032000,"SP","Village","25-02-17",6.6,"3011","3","1","0",224,136,"Maribyrnong",-37.8067,144.8934
"Seddon","8 Perry St","2","h",887000,"S","Jas","26-07-16",6.6,"3011","2","1","1",170,123.993421052632,"Maribyrnong",-37.8082,144.8928
"Seddon","3 South St","3","h",965000,"S","Williams","27-06-16",6.6,"3011","3","1","1",283,123.993421052632,"Maribyrnong",-37.8064,144.8944
"Seddon","89 Pilgrim St","3","h",822000,"S","Sweeney","28-05-16",6.6,"3011","3","1","1",287.536363636364,123.993421052632,"Maribyrnong",-37.7987,144.8907
"Seddon","6 Staff St","4","h",920000,"PI","Biggin","28-05-16",6.6,"3011","2","1","0",274,123.993421052632,"Maribyrnong",-37.8039,144.8929
"Seddon","18 William St","4","h",1270000,"S","Jas","28-05-16",6.6,"3011","3","1","1",352,150,"Maribyrnong",-37.8059,144.8899
"Seddon","28 Lily St","3","h",1310000,"S","Nelson","28-08-16",6.6,"3011","3","2","1",229,123.993421052632,"Maribyrnong",-37.8032,144.8892
"Seddon","80 Gamon St","2","h",815000,"S","Chisholm","30-07-16",6.6,"3011","2","1","0",172,81,"Maribyrnong",-37.81,144.8896
"Seddon","278 Nicholson St","2","h",701000,"PI","Village","30-07-16",6.6,"3011","2","1","0",164,123.993421052632,"Maribyrnong",-37.8078,144.8979
"South Melbourne","11 Howe Cr","4","h",2000000,"VB","Marshall","03-09-16",2.1,"3205","4","2","0",236.632653061224,137.206896551724,"Port Phillip",-37.83617,144.95945
"South Melbourne","157 Napier St","3","h",1600000,"SP","Marshall","03-09-16",2.1,"3205","3","2","1",88,93,"Port Phillip",-37.8363,144.9628
"South Melbourne","18 Cobden St","2","h",920500,"S","Greg","03-12-16",2.1,"3205","2","1","0",114,137.206896551724,"Port Phillip",-37.8344,144.9686
"South Melbourne","396 Dorcas St","4","h",1620000,"S","Greg","03-12-16",2.1,"3205","4","2","0",163,153,"Port Phillip",-37.8355,144.951
"South Melbourne","218 Ferrars St","1","h",1002000,"S","Marshall","03-12-16",2.1,"3205","1","1","0",84,137.206896551724,"Port Phillip",-37.8332,144.9548
"South Melbourne","294 Moray St","2","h",1355000,"S","Marshall","03-12-16",2.1,"3205","2","1","0",101,137.206896551724,"Port Phillip",-37.8359,144.9644
"South Melbourne","25 Mountain St","3","h",1270000,"S","hockingstuart","04-03-17",2.1,"3205","3","1","0",149,104,"Port Phillip",-37.8374,144.9495
"South Melbourne","38 Tribe St","3","h",2633000,"S","Marshall","04-03-17",2.1,"3205","3","1","0",276,119,"Port Phillip",-37.838,144.9489
"South Melbourne","144 Cobden St","3","h",1405000,"PI","Greg","04-06-16",2.1,"3205","3","1","1",181,117,"Port Phillip",-37.8365,144.9631
"South Melbourne","352 Moray St","4","h",2260000,"PI","Marshall","07-05-16",2.1,"3205","5","3","0",190,232,"Port Phillip",-37.8377,144.9653
"South Melbourne","33 Mountain St","2","h",1150000,"S","Greg","07-05-16",2.1,"3205","2","1","0",113,137.206896551724,"Port Phillip",-37.8373,144.9493
"South Melbourne","72 Smith St","3","h",1595000,"SP","Marshall","07-05-16",2.1,"3205","3","2","0",171,126,"Port Phillip",-37.8391,144.9501
"South Melbourne","247 York St","3","h",1250000,"S","Greg","08-10-16",2.1,"3205","3","2","0",224,113,"Port Phillip",-37.8329,144.9529
"South Melbourne","13 Church St","3","h",2250000,"S","Greg","10-12-16",2.1,"3205","3","1","0",236.632653061224,137.206896551724,"Port Phillip",-37.8363,144.961
"South Melbourne","315 Moray St","4","h",2180000,"S","Marshall","10-12-16",2.1,"3205","4","3","1",200,153,"Port Phillip",-37.836,144.965
"South Melbourne","22A Cobden St","2","h",930000,"SP","Cayzer","11-02-17",2.1,"3205","2","1","0",115,76,"Port Phillip",-37.8345,144.9685
"South Melbourne","25 Cobden St","3","h",1200000,"VB","Greg","13-08-16",2.1,"3205","3","2","0",113,120,"Port Phillip",-37.8346,144.9688
"South Melbourne","7 Emerald Wy","3","h",1350000,"VB","Cayzer","15-10-16",2.1,"3205","3","1","0",236.632653061224,137.206896551724,"Port Phillip",-37.83617,144.95945
"South Melbourne","114 Palmerston Cr","2","h",1026000,"S","hockingstuart","15-10-16",2.1,"3205","2","1","0",236.632653061224,137.206896551724,"Port Phillip",-37.83617,144.95945
"South Melbourne","16 Tribe St","3","h",2000000,"S","Cayzer","15-10-16",2.1,"3205","3","2","1",161,141,"Port Phillip",-37.8383,144.9499
"South Melbourne","50 Bridport St","2","h",2000000,"PI","Greg","16-04-16",2.1,"3205","2","2","1",141,150,"Port Phillip",-37.8389,144.9612
"South Melbourne","481 City Rd","2","h",1100000,"VB","Greg","17-09-16",2.1,"3205","2","1","2",185,137.206896551724,"Port Phillip",-37.8337,144.9507
"South Melbourne","24 Lyell St","3","h",1250000,"VB","Greg","17-09-16",2.1,"3205","3","2","1",108,125,"Port Phillip",-37.8363,144.9509
"South Melbourne","248 Montague St","3","h",1650000,"VB","Marshall","17-09-16",2.1,"3205","3","2","0",204,195,"Port Phillip",-37.8357,144.9531
"South Melbourne","58C Napier St","3","h",770000,"S","hockingstuart","18-03-17",2.1,"3205","3","2","1",2325,137.206896551724,"Port Phillip",-37.8346,144.9673
"South Melbourne","296 Albert Rd","3","h",1825000,"S","Marshall","18-06-16",2.1,"3205","3","2","2",151,153,"Port Phillip",-37.8383,144.9632
"South Melbourne","48 Glover St","2","h",1200000,"VB","Greg","18-06-16",2.1,"3205","2","2","1",131,79,"Port Phillip",-37.839,144.948
"South Melbourne","46 Cobden St","3","h",1390000,"PI","Greg","22-05-16",2.1,"3205","3","2","1",138,138,"Port Phillip",-37.8351,144.9675
"South Melbourne","18a Iffla St","4","h",1615000,"S","Marshall","22-05-16",2.1,"3205","4","3","2",577,220,"Port Phillip",-37.8357,144.9502
"South Melbourne","16 Glover St","3","h",1720000,"S","Cayzer","25-02-17",2.1,"3205","3","1","0",130,137.206896551724,"Port Phillip",-37.8398,144.9493
"South Melbourne","164 Cecil St","3","h",2075000,"S","Marshall","27-11-16",2.1,"3205","3","2","0",141,163,"Port Phillip",-37.8333,144.9576
"South Melbourne","52 Eastern Rd","3","h",2525000,"S","Marshall","27-11-16",2.1,"3205","3","2","1",234,137.206896551724,"Port Phillip",-37.8355,144.9663
"South Yarra","16 Oxford St","3","h",1510000,"S","Kay","03-12-16",3.3,"3141","3","5","0",241,147.632941176471,"Stonnington",-37.8407,144.9962
"South Yarra","29 MacFarlan St","2","h",2325000,"S","RT","07-11-16",3.3,"3141","2","2","2",355,147.632941176471,"Stonnington",-37.8392,144.9883
"South Yarra","26 Fawkner St","2","h",1455000,"S","Jellis","08-10-16",3.3,"3141","2","1","0",225,94,"Stonnington",-37.8421,144.9876
"South Yarra","20 Fawkner St","2","h",2430000,"S","Biggin","10-12-16",3.3,"3141","2","1","2",367,147.632941176471,"Stonnington",-37.842,144.9873
"South Yarra","33a Clara St","2","h",1500000,"S","Castran","12-06-16",3.3,"3141","2","1","2",141,147.632941176471,"Stonnington",-37.8408,144.9977
"South Yarra","18 Avoca St","4","h",5700000,"S","Castran","12-11-16",3.3,"3141","4","2","0",292,272,"Stonnington",-37.8377,144.9894
"South Yarra","40 Fawkner St","3","h",2300000,"PI","Williams","12-11-16",3.3,"3141","3","2","1",350,147.632941176471,"Stonnington",-37.8422,144.9884
"South Yarra","76 Leopold St","3","h",2695000,"PI","Marshall","12-11-16",3.3,"3141","3","2","1",215,200,"Melbourne",-37.8361,144.9831
"South Yarra","10 Luxton Rd","3","h",2870000,"S","Marshall","12-11-16",3.3,"3141","3","2","2",350,147.632941176471,"Stonnington",-37.8451,145.0019
"South Yarra","16 Davis Av","4","h",2525000,"PI","Marshall","13-08-16",3.3,"3141","4","2","2",259.214285714286,147.632941176471,"Stonnington",-37.84133,144.9905
"South Yarra","15 Powell St","2","h",1036500,"S","hockingstuart","13-08-16",3.3,"3141","2","1","0",105,147.632941176471,"Stonnington",-37.8403,144.9893
"South Yarra","20 Argo St","3","h",1700000,"S","hockingstuart","15-10-16",3.3,"3141","3","2","2",141,147.632941176471,"Stonnington",-37.844,144.9867
"South Yarra","3 Palermo St","3","h",2285000,"S","Kay","15-10-16",3.3,"3141","3","2","2",221,135,"Stonnington",-37.8416,144.9959
"South Yarra","70 Park St","3","h",3000000,"VB","Marshall","15-10-16",3.3,"3141","3","3","2",191,175,"Melbourne",-37.836,144.9824
"South Yarra","48 Howitt St","3","h",1780000,"SP","Jellis","17-09-16",3.3,"3141","3","2","1",198,147.632941176471,"Stonnington",-37.8472,145.0026
"South Yarra","76 Osborne St","1","h",2115000,"S","Marshall","17-09-16",3.3,"3141","1","1","1",569,147.632941176471,"Stonnington",-37.8428,144.991
"South Yarra","49 Leopold St","4","h",2600000,"PI","Williams","18-03-17",3.3,"3141","4","2","2",141,127,"Melbourne",-37.8366,144.9827
"South Yarra","61 Osborne St","3","h",2395000,"S","hockingstuart","18-03-17",3.3,"3141","3","1","2",442,147.632941176471,"Stonnington",-37.8432,144.9906
"South Yarra","80 Toorak Rd","4","h",4700000,"VB","Kay","19-11-16",3.3,"3141","4","2","2",259.214285714286,147.632941176471,"Stonnington",-37.8388,144.9891
"South Yarra","62 Powell St","3","h",1945000,"S","Jellis","22-05-16",3.3,"3141","3","2","1",194,148,"Stonnington",-37.8395,144.9898
"South Yarra","21 Ralston St","3","h",906000,"S","Jellis","22-05-16",3.3,"3141","3","1","0",154,88,"Stonnington",-37.8395,144.9868
"South Yarra","39 Hardy St","2","h",1130000,"S","hockingstuart","22-08-16",3.3,"3141","2","1","1",132,77,"Stonnington",-37.8446,144.9896
"South Yarra","1 Davis Av","4","h",2300000,"VB","Kay","23-04-16",3.3,"3141","4","2","2",259.214285714286,147.632941176471,"Stonnington",-37.84133,144.9905
"South Yarra","8 Cliff St","2","h",1100000,"VB","Fletchers","24-09-16",3.3,"3141","2","1","0",176,81,"Stonnington",-37.8436,144.9925
"South Yarra","29 Davis Av","3","h",2682000,"SA","Domain","24-09-16",3.3,"3141","3","1","2",259.214285714286,147.632941176471,"Stonnington",-37.84133,144.9905
"South Yarra","9 Moore St","3","h",1125000,"PI","Thomson","24-09-16",3.3,"3141","2","1","0",146,89,"Stonnington",-37.8454,144.9888
"South Yarra","5 Davis Av","3","h",2710000,"S","Jellis","25-02-17",3.3,"3141","3","1","2",259.214285714286,147.632941176471,"Stonnington",-37.84133,144.9905
"South Yarra","334 Punt Rd","3","h",1800000,"VB","Jellis","25-02-17",3.3,"3141","3","2","3",510,147.632941176471,"Stonnington",-37.8418,144.986
"South Yarra","6 Cliff St","2","h",1200000,"PI","Jellis","27-06-16",3.3,"3141","2","1","0",176,84,"Stonnington",-37.8436,144.9925
"South Yarra","19 Lara St","3","h",1750000,"PI","Kay","27-11-16",3.3,"3141","3","1","2",259.214285714286,147.632941176471,"Stonnington",-37.84133,144.9905
"South Yarra","7 Motherwell St","4","h",2667000,"S","Kay","27-11-16",3.3,"3141","4","3","2",446,147.632941176471,"Stonnington",-37.8454,144.9989
"South Yarra","68 Oban St","3","h",2200000,"PI","Jellis","27-11-16",3.3,"3141","3","2","0",358,238,"Stonnington",-37.8425,145.0031
"South Yarra","366 Toorak Rd","3","h",1700000,"S","Morrison","27-11-16",3.3,"3141","3","1","1",178,172,"Stonnington",-37.8404,145.0022
"South Yarra","2a Alexandra St","3","h",1056800,"S","Jellis","28-05-16",3.3,"3141","3","2","1",90,147.632941176471,"Stonnington",-37.8406,144.9864
"South Yarra","40 Fawkner St","3","h",2400000,"PI","Williams","28-05-16",3.3,"3141","3","2","1",350,147.632941176471,"Stonnington",-37.8422,144.9884
"South Yarra","33 Tyrone St","2","h",1200000,"S","LITTLE","28-05-16",3.3,"3141","2","1","1",163,86,"Stonnington",-37.8446,144.9879
"South Yarra","36 Tyrone St","3","h",1540000,"S","Marshall","28-05-16",3.3,"3141","3","2","1",149,140,"Stonnington",-37.8448,144.9882
"South Yarra","12 Witchwood Cl","3","h",1700000,"SP","Biggin","28-08-16",3.3,"3141","2","2","1",181,148,"Melbourne",-37.8334,144.9867
"Spotswood","73 The Avenue","3","h",1040000,"S","hockingstuart","03-09-16",7.7,"3015","3","1","3",690,152.950617283951,"Hobsons Bay",-37.8272,144.8789
"Spotswood","10 Raleigh St","3","h",855000,"S","RT","06-08-16",7.7,"3015","3","1","1",326,112,"Hobsons Bay",-37.831,144.8884
"Spotswood","6 McNeilage St","2","h",832500,"S","Jas","07-05-16",7.7,"3015","2","1","2",562,116,"Hobsons Bay",-37.8333,144.8868
"Spotswood","18 Vernier St","2","h",850000,"S","Jas","08-10-16",7.7,"3015","2","1","2",502,104,"Hobsons Bay",-37.8263,144.8775
"Spotswood","47 Hudsons Rd","3","h",1080000,"S","Jas","10-09-16",7.7,"3015","3","1","2",472,95,"Hobsons Bay",-37.8302,144.8885
"Spotswood","16 Watt St","4","h",1170000,"VB","Jas","10-12-16",7.7,"3015","4","2","2",489,152.950617283951,"Hobsons Bay",-37.8279,144.874
"Spotswood","24 Forrest St","3","h",927000,"S","Williams","12-06-16",7.7,"3015","3","1","0",274,131,"Hobsons Bay",-37.8282,144.8856
"Spotswood","59 Hope St","4","h",850000,"VB","RT","12-11-16",7.7,"3015","4","2","0",389,158,"Hobsons Bay",-37.8284,144.8861
"Spotswood","13 Robb St","3","h",831000,"S","Biggin","16-04-16",7.7,"3015","3","1","0",353,109,"Hobsons Bay",-37.8309,144.889
"Spotswood","13 Abbott St","3","h",835000,"S","Williams","17-09-16",7.7,"3015","2","1","3",459,152.950617283951,"Hobsons Bay",-37.8255,144.8709
"Spotswood","13B Vernier St","2","h",680000,"S","Sweeney","18-03-17",7.7,"3015","2","1","2",470.384615384615,152.950617283951,"Hobsons Bay",-37.8413,144.8777
"Spotswood","154 Hudsons Rd","4","h",1315000,"S","hockingstuart","18-06-16",7.7,"3015","4","2","3",830,134,"Hobsons Bay",-37.829,144.8807
"Spotswood","116 The Avenue","3","h",1035000,"S","Jas","19-11-16",7.7,"3015","3","1","2",675,152.950617283951,"Hobsons Bay",-37.8261,144.872
"Spotswood","6 Abbott St","4","h",1161000,"S","Williams","25-02-17",7.7,"3015","4","2","5",742,236,"Hobsons Bay",-37.8248,144.8707
"Spotswood","14A Kernot St","3","h",775000,"S","McGrath","25-02-17",7.7,"3015","3","1","1",435,152.950617283951,"Hobsons Bay",-37.8279,144.873
"Spotswood","27 The Avenue","3","h",1016000,"SP","Jas","26-07-16",7.7,"3015","3","1","1",320,134,"Hobsons Bay",-37.8277,144.8841
"Spotswood","4 Steel St","3","h",690000,"S","Biggin","27-06-16",7.7,"3015","4","1","2",532,518,"Hobsons Bay",-37.8248,144.8717
"Spotswood","66 The Avenue","3","h",1070000,"S","Village","27-11-16",7.7,"3015","2","1","2",526,127,"Hobsons Bay",-37.8267,144.8779
"Spotswood","59 Hope St","4","h",871500,"PI","Jas","28-08-16",7.7,"3015","4","2","0",389,158,"Hobsons Bay",-37.8284,144.8861
"St Kilda","71 Barkly St","5","h",2000000,"VB","Wilson","04-03-17",6.1,"3182","5","2","2",436,162.904761904762,"Port Phillip",-37.8618,144.982
"St Kilda","59 Clyde St","3","h",1891000,"S","Marshall","04-03-17",6.1,"3182","3","2","3",384,123,"Port Phillip",-37.8645,144.9805
"St Kilda","48 Greeves St","4","h",2000000,"VB","Gary","04-03-17",6.1,"3182","4","2","3",420,160,"Port Phillip",-37.8667,144.9832
"St Kilda","32 Gurner St","4","h",2220000,"S","hockingstuart","04-03-17",6.1,"3182","4","2","2",402,162.904761904762,"Port Phillip",-37.861,144.9819
"St Kilda","91 Spenser St","4","h",2455000,"S","Frank","04-03-17",6.1,"3182","4","1","1",300,162.904761904762,"Port Phillip",-37.8725,144.979
"St Kilda","7 Victoria St","3","h",2000000,"VB","Wilson","04-03-17",6.1,"3182","3","2","2",176,192,"Port Phillip",-37.8641,144.9739
"St Kilda","74 Chapel St","2","h",875000,"S","Noel","06-08-16",6.1,"3182","2","1","0",94,162.904761904762,"Port Phillip",-37.867,144.991
"St Kilda","7 Robe St","3","h",2720000,"S","Marshall","10-09-16",6.1,"3182","3","2","0",367,162.904761904762,"Port Phillip",-37.8658,144.9766
"St Kilda","18 Crimea St","5","h",5046000,"S","Abercromby's","10-12-16",6.1,"3182","5","3","3",1294,378,"Port Phillip",-37.8589,144.9883
