"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"Prahran","29 Murray St","2","h",1500000,"VB","Beller","17-09-16",4.5,"3181","2","1","2",222,108,"1930","Stonnington",-37.8501,144.9995
"Prahran","47 Clifton St","2","h",815000,"S","Beller","19-11-16",4.5,"3181","2","1","0",96,71,"1880","Stonnington",-37.8501,144.9953
"Prahran","49 Clifton St","2","h",765000,"S","Beller","19-11-16",4.5,"3181","2","1","0",98,144.549019607843,"1890","Stonnington",-37.8501,144.9953
"Prahran","1/70 Williams Rd","2","h",910000,"S","Gary","19-11-16",4.5,"3181","2","1","1",183,71,"1930","Stonnington",-37.8543,145.0024
"Prahran","3 Arkle St","3","h",1811000,"S","Biggin","22-08-16",4.5,"3181","3","2","1",273,125,"1890","Stonnington",-37.8544,145.0038
"Prahran","35 Chomley St","2","h",1180000,"S","Jellis","23-04-16",4.5,"3181","2","1","0",214,215,"1900","Stonnington",-37.8577,145.0053
"Prahran","56 Packington St","3","h",1720000,"S","Marshall","25-02-17",4.5,"3181","3","2","2",183,200,"1999","Stonnington",-37.8562,145.0042
"Prahran","16A Perth St","3","h",1050000,"S","Marshall","25-02-17",4.5,"3181","3","2","1",8216,130,"1995","Stonnington",-37.85,144.9876
"Prahran","5 Pickford St","2","h",1582000,"S","Marshall","25-02-17",4.5,"3181","2","1","0",214,122,"1915","Stonnington",-37.8572,145.0066
"Prahran","19 Chatsworth Rd","3","h",2385000,"PI","Marshall","27-11-16",4.5,"3181","3","2","2",217,144.549019607843,"1900","Stonnington",-37.8523,145.0064
"Prahran","37 Perth St","4","h",1820000,"S","Jellis","27-11-16",4.5,"3181","4","1","1",305,144.549019607843,"1920","Stonnington",-37.8493,144.9873
"Prahran","84 York St","2","h",1305000,"S","Jellis","27-11-16",4.5,"3181","2","1","1",131,79,"1900","Stonnington",-37.8479,144.9988
"Prahran","117 Charles St","3","h",1255000,"S","Marshall","28-05-16",4.5,"3181","3","1","1",231,124,"1910","Stonnington",-37.8467,144.9894
"Prahran","93 Charles St","3","h",2180000,"S","Marshall","28-05-16",4.5,"3181","2","2","2",238,153,"1890","Stonnington",-37.8476,144.9892
"Prahran","26 Willis St","3","h",1720000,"S","Jellis","28-05-16",4.5,"3181","3","2","1",272,163,"1900","Stonnington",-37.8553,145.007
"Prahran","75 Pridham St","3","h",1220000,"S","hockingstuart","28-08-16",4.5,"3181","3","2","1",112,100,"1900","Stonnington",-37.8517,145.0056
"Prahran","62 Pridham St","3","h",1612000,"S","Jellis","30-07-16",4.5,"3181","3","2","0",146,139,"1900","Stonnington",-37.8519,145.0055
"Preston","6 Dalgety St","3","h",1250000,"S","Harcourts","03-09-16",8.8,"3072","3","1","2",644,141,"1980","Darebin",-37.7419,145.0049
"Preston","370 Gilbert Rd","4","h",930000,"S","Ray","03-09-16",8.8,"3072","4","2","2",604,180,"1920","Darebin",-37.7369,144.9905
"Preston","164 Gower St","4","h",900000,"S","Nelson","03-09-16",8.8,"3072","4","2","1",530,144.621951219512,"1940","Darebin",-37.7416,145.016
"Preston","82 Raglan St","2","h",837000,"S","Nelson","04-03-17",8.8,"3072","2","1","3",581,96,"1950","Darebin",-37.7508,145.0209
"Preston","191 Tyler St","3","h",950000,"SP","Ray","04-06-16",8.8,"3072","3","1","2",563,180,"1918","Darebin",-37.7318,145.0192
"Preston","227 Murray Rd","2","h",850000,"S","Barry","07-05-16",8.8,"3072","2","1","1",356,102,"1940","Darebin",-37.7384,145.0058
"Preston","131b Albert St","2","h",540000,"PI","hockingstuart","07-11-16",8.8,"3072","2","1","2",250,97,"2005","Darebin",-37.7373,145.0237
"Preston","91 Bruce St","3","h",1150000,"S","hockingstuart","07-11-16",8.8,"3072","3","1","2",566,143,"1910","Darebin",-37.7418,144.9934
"Preston","65 Albert St","3","h",615000,"S","hockingstuart","08-10-16",8.8,"3072","3","1","2",493,87,"1950","Darebin",-37.7441,145.0221
"Preston","1 George St","3","h",735000,"S","hockingstuart","08-10-16",8.8,"3072","3","1","2",369,94,"1950","Darebin",-37.7359,144.985
"Preston","35 James St","4","h",810000,"S","Ray","10-09-16",8.8,"3072","4","2","2",1034,151,"1950","Banyule",-37.7379,144.9851
"Preston","16 Opal St","2","h",600000,"S","Nelson","10-09-16",8.8,"3072","2","1","2",220,106,"2005","Darebin",-37.7442,145.0168
"Preston","21 Dunstan St","3","h",925000,"S","Woodards","10-12-16",8.8,"3072","3","1","2",693,144.621951219512,"1950","Darebin",-37.7315,144.988
"Preston","287 Tyler St","3","h",1650000,"S","hockingstuart","10-12-16",8.8,"3072","3","1","2",452,129,"1890","Darebin",-37.7307,145.0094
"Preston","15 Morgan St","3","h",990000,"PI","hockingstuart","11-03-17",8.8,"3072","3","2","2",475,144.621951219512,"1920","Darebin",-37.7344,145.008
"Preston","126 Albert St","3","h",600000,"VB","hockingstuart","12-06-16",8.8,"3072","3","1","3",503,101,"1950","Darebin",-37.739,145.0238
"Preston","13 George St","2","h",722000,"S","Nelson","13-08-16",8.8,"3072","2","1","1",400,88,"1955","Darebin",-37.7352,144.9852
"Preston","23 Dean St","4","h",1260000,"SP","Nelson","14-05-16",8.8,"3072","4","3","2",654,150,"1950","Darebin",-37.7365,145.0173
"Preston","7 Tiernan St","3","h",690000,"S","Barry","14-05-16",8.8,"3072","3","1","1",594,92,"1960","Darebin",-37.7512,145.017
"Preston","14 Arthur St","2","h",1065000,"S","Love","15-10-16",8.8,"3072","2","1","3",507,114,"1910","Darebin",-37.7437,144.9995
"Preston","22 Furzer St","3","h",1200000,"S","Love","15-10-16",8.8,"3072","3","1","1",847,120,"1965","Darebin",-37.7279,144.9849
"Preston","15 Watson St","3","h",900000,"SP","Love","15-10-16",8.8,"3072","3","1","1",472,147,"1965","Darebin",-37.745,145.0139
"Preston","13 Garnet St","2","h",700000,"PI","Barry","16-04-16",8.8,"3072","2","1","1",214,85,"1910","Darebin",-37.7462,145.0044
"Preston","178 Raglan St","2","h",920000,"SP","hockingstuart","16-04-16",8.8,"3072","2","2","2",516,97,"1935","Darebin",-37.7497,145.011
"Preston","7 Wilcox St","1","h",830000,"SP","Barry","16-07-16",8.8,"3072","1","1","0",397,144.621951219512,"1930","Darebin",-37.7366,145.0115
"Preston","3 Avondale Rd","3","h",980000,"S","Harcourts","17-09-16",8.8,"3072","3","2","1",479,121,"1930","Darebin",-37.7425,145.014
"Preston","3 Leopold St","2","h",886000,"S","Nelson","17-09-16",8.8,"3072","2","1","2",467,92,"1950","Darebin",-37.7345,144.9977
"Preston","78 Miller St","3","h",1080000,"PI","Harcourts","17-09-16",8.8,"3072","3","1","1",487,189,"1925","Darebin",-37.7511,144.9907
"Preston","1 Bellarine St","4","h",1400000,"VB","Jellis","18-03-17",8.8,"3072","4","2","2",559,217,"1925","Darebin",-37.7347,144.9966
"Preston","43 May St","2","h",876000,"S","Nelson","18-03-17",8.8,"3072","2","1","2",479,85,"1950","Darebin",-37.733,144.9961
"Preston","198 Raglan St","2","h",910000,"SP","Nelson","18-03-17",8.8,"3072","2","2","1",352,103,"1950","Darebin",-37.7495,145.0092
"Preston","9 Ambon St","2","h",565000,"S","hockingstuart","18-06-16",8.8,"3072","2","1","2",349,144.621951219512,"1950","Darebin",-37.7351,145.0271
"Preston","1c Mary St","2","h",770000,"S","Jellis","18-06-16",8.8,"3072","2","2","1",76,129,"2013","Darebin",-37.7443,145.0015
"Preston","246 Murray Rd","3","h",810000,"SP","Barry","18-06-16",8.8,"3072","2","1","1",421,97,"1930","Darebin",-37.738,145.0064
"Preston","26 Paywit St","3","h",1127000,"S","hockingstuart","18-06-16",8.8,"3072","3","2","2",590,140,"1940","Darebin",-37.7336,144.9958
"Preston","342 Gilbert Rd","4","h",1315000,"S","Barry","19-11-16",8.8,"3072","4","3","2",836,144.621951219512,"1941","Darebin",-37.7379,144.9903
"Preston","44 Stokes St","2","h",780000,"S","Nelson","19-11-16",8.8,"3072","2","1","1",310,72,"1950","Darebin",-37.7455,144.9954
"Preston","92 Gilbert Rd","2","h",986000,"S","hockingstuart","22-05-16",8.8,"3072","2","1","1",472,139,"1940","Darebin",-37.7484,144.9886
"Preston","421 Murray Rd","4","h",760000,"PI","Barry","22-05-16",8.8,"3072","9","8","7",1254,280,"1928","Darebin",-37.7367,144.9895
"Preston","5 Ventnor St","3","h",1123000,"S","hockingstuart","22-08-16",8.8,"3072","3","1","2",504,506,"1950","Darebin",-37.7476,144.9842
"Preston","34 Booth St","2","h",890000,"S","Nelson","24-09-16",8.8,"3072","2","1","3",493,95,"1950","Darebin",-37.74,144.9821
"Preston","29 Hope St","3","h",1050000,"S","Nelson","24-09-16",8.8,"3072","3","2","1",453,144.621951219512,"1948","Darebin",-37.7388,144.9844
"Preston","74 Pender St","3","h",1040000,"S","Barry","25-02-17",8.8,"3072","3","1","2",399,121,"1940","Darebin",-37.7366,145.0063
"Preston","1/46 Tyler St","2","h",520000,"S","Barry","25-02-17",8.8,"3072","2","1","2",178,144.621951219512,"2012","Darebin",-37.7331,145.0341
"Preston","12 Newcastle St","3","h",890000,"S","Ray","26-07-16",8.8,"3072","3","1","2",495,100,"1950","Darebin",-37.7521,145.0114
"Preston","13 Patterson St","2","h",790000,"S","Nelson","26-07-16",8.8,"3072","2","1","1",266,100,"1925","Darebin",-37.7423,145.0105
"Preston","2 Esther St","2","h",860000,"S","Barry","27-06-16",8.8,"3072","2","2","1",415,138,"1925","Darebin",-37.7481,145.0017
"Preston","21 George St","2","h",630000,"S","Nelson","27-06-16",8.8,"3072","2","1","1",372,82,"1940","Darebin",-37.7348,144.9852
"Preston","10 Pender St","4","h",875000,"S","hockingstuart","27-06-16",8.8,"3072","4","1","2",400,147,"1940","Darebin",-37.7371,145.0111
"Preston","27 South St","3","h",923000,"S","Love","27-06-16",8.8,"3072","3","1","0",333,118,"1920","Darebin",-37.7423,145.0097
"Preston","38 Wilcox St","4","h",920000,"PI","Nelson","27-06-16",8.8,"3072","3","1","1",396,184,"1920","Darebin",-37.7361,145.0093
"Preston","33 Gordon Gr","4","h",871000,"S","Ray","27-11-16",8.8,"3072","4","2","1",561,150,"1950","Darebin",-37.7369,145.0201
"Preston","194 Miller St","4","h",950000,"S","Ray","27-11-16",8.8,"3072","4","2","1",243,140,"2005","Darebin",-37.7506,144.9847
"Preston","192 Wood St","4","h",870000,"S","RW","27-11-16",8.8,"3072","4","1","2",400,117,"1890","Darebin",-37.7346,145.0164
"Preston","31 Belgrove St","3","h",1186000,"SP","Nelson","28-05-16",8.8,"3072","2","1","1",713,83,"1960","Darebin",-37.7436,145.0191
"Preston","329 Plenty Rd","3","h",900000,"VB","Nelson","28-05-16",8.8,"3072","3","1","2",560,144.621951219512,"1950","Darebin",-37.7418,145.0089
"Preston","91 Plenty Rd","3","h",800000,"PI","hockingstuart","28-05-16",8.8,"3072","3","1","2",207,144.621951219512,"1910","Darebin",-37.7486,145.0039
"Preston","21 Gillingham St","3","h",1162500,"S","Nelson","28-08-16",8.8,"3072","3","2","2",463,123,"1920","Darebin",-37.7507,144.9921
"Preston","62 Leicester St","4","h",1142500,"S","hockingstuart","28-08-16",8.8,"3072","3","1","2",560,160,"1970","Darebin",-37.743,144.9914
"Preston","140 Murray Rd","3","h",930000,"SP","Love","28-08-16",8.8,"3072","3","1","2",679,143,"1950","Darebin",-37.7392,145.0163
"Preston","67 Regent St","3","h",875000,"S","Nelson","28-08-16",8.8,"3072","3","2","1",650,119,"1950","Darebin",-37.7302,144.998
"Preston","4 Raymond St","4","h",840000,"PI","hockingstuart","30-07-16",8.8,"3072","4","1","2",390,120,"1950","Darebin",-37.7395,144.9843
"Preston","171 Tyler St","4","h",750000,"PI","Barry","30-07-16",8.8,"3072","3","2","2",500,150,"1950","Darebin",-37.732,145.0209
"Reservoir","30 Ashton St","3","h",731000,"S","Barry","03-12-16",11.2,"3073","3","1","2",779,138,"1950","Darebin",-37.7292,145.0214
"Reservoir","19 Drysdale St","3","h",723000,"S","Ray","03-12-16",11.2,"3073","3","1","1",535,86,"1950","Darebin",-37.7299,145.0242
"Reservoir","53 Fordham Rd","3","h",685000,"S","Nelson","03-12-16",11.2,"3073","3","1","1",1262,85,"1955","Darebin",-37.7139,145.0215
"Reservoir","19 Wilkinson St","3","h",1025000,"S","hockingstuart","03-12-16",11.2,"3073","3","2","2",676,272,"1950","Darebin",-37.7262,145.0177
"Reservoir","686 High St","3","h",805000,"S","Barry","04-03-17",11.2,"3073","3","1","2",227,118,"1930","Darebin",-37.7286,145.0059
"Reservoir","31 Powell St","3","h",1005000,"S","Harcourts","04-03-17",11.2,"3073","3","2","4",466,467,"1930","Darebin",-37.7266,145.0004
"Reservoir","17 Odowd St","2","h",535000,"S","Ray","04-06-16",11.2,"3073","2","1","1",234,92,"2014","Darebin",-37.7182,145.0161
"Reservoir","57 Barry St","3","h",800000,"S","Barry","06-08-16",11.2,"3073","3","1","5",4679,170,"1975","Darebin",-37.7093,145.0012
"Reservoir","29 Dredge St","3","h",510000,"PI","Barry","06-08-16",11.2,"3073","3","1","2",543,135,"1965","Darebin",-37.6946,144.9962
"Reservoir","86 Hickford St","3","h",651000,"SP","Ray","06-08-16",11.2,"3073","3","2","3",649,114,"1950","Darebin",-37.705,145.0216
"Reservoir","197 Albert St","2","h",365000,"PI","Barry","07-05-16",11.2,"3073","2","1","1",360,83,"1960","Darebin",-37.7273,145.0254
"Reservoir","1/40 Godley St","1","h",260000,"PI","hockingstuart","07-05-16",11.2,"3073","1","1","1",141,80,"2000","Darebin",-37.7025,144.9887
"Reservoir","1/1 Leamington St","3","h",625000,"PI","Barry","07-05-16",11.2,"3073","3","2","1",267,186,"2003","Darebin",-37.7132,145.0075
"Reservoir","5 Bluebell Pl","4","h",851000,"S","hockingstuart","07-11-16",11.2,"3073","4","2","2",581,244,"2006","Darebin",-37.6926,144.9861
"Reservoir","41 Cameron St","3","h",998000,"S","Nelson","07-11-16",11.2,"3073","3","2","3",479,153,"1950","Darebin",-37.7271,144.9968
"Reservoir","39 Kinsale St","4","h",1030000,"S","McGrath","07-11-16",11.2,"3073","4","2","3",630,190,"1935","Darebin",-37.721,144.9952
"Reservoir","13 Crawley St","4","h",1015000,"S","Barry","08-10-16",11.2,"3073","4","1","1",518,135,"1920","Darebin",-37.726,145.0044
"Reservoir","193 Edwardes St","3","h",915000,"S","Ray","08-10-16",11.2,"3073","3","3","2",618,153,"1960","Darebin",-37.7154,144.9962
"Reservoir","66 Elinda Pl","2","h",380000,"S","Alexkarbon","08-10-16",11.2,"3073","2","1","1",159,152.825581395349,"1990","Darebin",-37.6998,145.0248
"Reservoir","15 George St","3","h",800000,"S","Barry","08-10-16",11.2,"3073","3","1","2",570,152.825581395349,"1950","Darebin",-37.718,144.9999
"Reservoir","3 Colthur St","3","h",650000,"SP","Nelson","10-09-16",11.2,"3073","3","1","3",620,114,"1960","Darebin",-37.7099,144.9938
"Reservoir","43 Kingsley Rd","3","h",865000,"S","Nelson","10-09-16",11.2,"3073","2","1","3",560,110,"1950","Darebin",-37.721,144.9885
"Reservoir","104 Royal Pde","4","h",650000,"PI","Ray","10-09-16",11.2,"3073","4","1","2",650,152.825581395349,"1965","Darebin",-37.7126,145.015
"Reservoir","96 Whitelaw St","3","h",650000,"PI","Ray","10-09-16",11.2,"3073","3","1","1",700,98,"1950","Darebin",-37.7125,145.022
"Reservoir","3 Hillcroft St","3","h",810000,"SP","Nelson","10-12-16",11.2,"3073","3","1","2",564,558,"1960","Darebin",-37.7196,144.9899
"Reservoir","2/953 High St","2","h",555000,"S","Nelson","11-02-17",11.2,"3073","2","1","2",229,92,"1970","Darebin",-37.71,145.0082
"Reservoir","2/116 Summerhill Rd","3","h",540000,"PI","Ray","11-02-17",11.2,"3073","3","2","2",215,146,"2003","Darebin",-37.7257,145.0243
"Reservoir","146 North Rd","3","h",812000,"S","Ray","12-06-16",11.2,"3073","3","1","2",696,152.825581395349,"1950","Darebin",-37.7223,145.0126
"Reservoir","31 Rathcown Rd","3","h",682000,"SP","Barry","12-06-16",11.2,"3073","3","1","1",750,103,"1970","Darebin",-37.7107,145.0317
"Reservoir","8 Bedwell St","4","h",750000,"PI","Ray","12-11-16",11.2,"3073","4","2","4",820,197,"1965","Darebin",-37.6945,144.992
"Reservoir","18 Frankston St","2","h",644000,"S","Barry","12-11-16",11.2,"3073","2","1","2",455,152.825581395349,"1940","Darebin",-37.7246,144.9995
"Reservoir","12 Nisbett St","3","h",546000,"S","Barry","13-08-16",11.2,"3073","3","1","2",592,84,"1960","Darebin",-37.728,145.0352
"Reservoir","60 Powell St","3","h",830000,"S","Ray","14-05-16",11.2,"3073","1","1","1",509,152.825581395349,"1928","Darebin",-37.7261,144.9983
"Reservoir","1/104 Cheddar Rd","3","h",410000,"S","hockingstuart","15-10-16",11.2,"3073","3","1","1",250,105,"1960","Darebin",-37.6974,145.0213
"Reservoir","115 Cheddar Rd","2","h",836000,"SP","Ray","15-10-16",11.2,"3073","2","1","1",931,121,"1970","Darebin",-37.7033,145.0169
"Reservoir","119 Hughes Pde","3","h",680000,"S","Ray","16-04-16",11.2,"3073","3","1","4",527,146,"1965","Darebin",-37.6983,144.9941
"Reservoir","39 Mason St","4","h",786000,"S","Nelson","16-04-16",11.2,"3073","4","3","1",595,174,"2013","Darebin",-37.7283,145.0072
"Reservoir","8 Willoughby St","3","h",650000,"S","hockingstuart","16-04-16",11.2,"3073","3","1","2",468,92,"1960","Darebin",-37.7184,144.9962
"Reservoir","2 Carrington Rd","3","h",800000,"SP","Fletchers","16-07-16",11.2,"3073","3","2","3",574,159,"1955","Darebin",-37.722,144.9922
"Reservoir","12 Ida Ct","3","h",539000,"S","Nelson","16-07-16",11.2,"3073","3","1","1",474,114,"1960","Darebin",-37.7086,144.9919
"Reservoir","79 Darebin Bvd","3","h",622500,"S","Ray","17-09-16",11.2,"3073","3","1","1",456,94,"1960","Darebin",-37.7038,145.0281
"Reservoir","89 Darebin Bvd","4","h",767500,"S","Barry","17-09-16",11.2,"3073","3","2","2",834,129,"2017","Darebin",-37.704,145.0299
"Reservoir","15 Down St","3","h",780000,"PI","hockingstuart","17-09-16",11.2,"3073","3","1","2",464,125,"1920","Darebin",-37.7245,145.004
"Reservoir","18 Elizabeth Ct","3","h",668000,"S","Barry","17-09-16",11.2,"3073","3","2","1",618,149,"1965","Darebin",-37.6989,145.0212
"Reservoir","4 Hickford St","3","h",655000,"S","Love","18-03-17",11.2,"3073","3","2","2",456,137,"1970","Darebin",-37.7061,145.0308
"Reservoir","12 Borrie St","3","h",703000,"S","Nelson","18-06-16",11.2,"3073","3","2","1",597,120,"1960","Darebin",-37.7066,145.0203
"Reservoir","25 Florence Cl","3","h",613000,"S","Nelson","18-06-16",11.2,"3073","3","1","2",745,149,"1985","Darebin",-37.7007,144.9815
"Reservoir","3 Sheargold Ct","3","h",475000,"S","Nelson","18-06-16",11.2,"3073","3","1","1",535,133,"1970","Darebin",-37.692,144.9781
"Reservoir","50 Gloucester St","3","h",950000,"S","RW","19-11-16",11.2,"3073","3","2","2",565,120,"1920","Darebin",-37.7196,144.997
"Reservoir","24 Ludeman Ct","4","h",730000,"PI","Barry","19-11-16",11.2,"3073","4","1","2",770,152,"1970","Darebin",-37.6981,144.9989
"Reservoir","6 Rodman St","3","h",905000,"S","Barry","19-11-16",11.2,"3073","3","1","2",950,121,"1960","Darebin",-37.7022,145.0078
"Reservoir","13 Whitby St","3","h",767000,"S","hockingstuart","19-11-16",11.2,"3073","3","1","2",561,96,"1950","Darebin",-37.7098,145.0031
"Reservoir","10 Gilbank St","3","h",921500,"S","Nelson","22-05-16",11.2,"3073","3","2","1",527,177,"1950","Darebin",-37.7238,144.9964
"Reservoir","13 Southernhay St","3","h",787000,"S","Stockdale","22-05-16",11.2,"3073","3","1","1",563,118,"1940","Darebin",-37.7258,145.0129
"Reservoir","906 High St","3","h",700000,"S","Nelson","24-09-16",11.2,"3073","3","1","1",621,152.825581395349,"1950","Darebin",-37.7195,145.0074
"Reservoir","5 Jess St","4","h",801000,"S","Ray","24-09-16",11.2,"3073","3","1","2",771,152.825581395349,"1965","Darebin",-37.705,145.0035
"Reservoir","27 Banff St","2","h",500250,"S","Harcourts","25-02-17",11.2,"3073","2","1","1",425,152.825581395349,"1960","Darebin",-37.7047,145.0252
"Reservoir","89 Henty St","2","h",790000,"S","Barry","25-02-17",11.2,"3073","2","1","1",585,97,"1950","Darebin",-37.719,144.9972
"Reservoir","273 Mahoneys Rd","3","h",601000,"S","Love","25-02-17",11.2,"3073","3","1","2",460,102,"1965","Darebin",-37.6917,144.9755
"Reservoir","1 Harmer St","4","h",885000,"S","hockingstuart","26-07-16",11.2,"3073","4","2","3",936,262,"1985","Darebin",-37.7021,145.0178
"Reservoir","42 Kingsley Rd","3","h",815000,"S","Nelson","26-07-16",11.2,"3073","3","1","2",550,557,"1965","Darebin",-37.7208,144.9887
"Reservoir","28 Mendip Rd","3","h",882500,"S","Barry","26-07-16",11.2,"3073","3","2","2",681,135,"1940","Darebin",-37.7217,145.0163
"Reservoir","54 Pine St","3","h",793000,"S","Barry","26-07-16",11.2,"3073","3","1","2",589,128,"1950","Darebin",-37.7195,144.9982
"Reservoir","1/21 Crookston Rd","3","h",550000,"PI","Barry","27-06-16",11.2,"3073","3","2","2",260,128,"2006","Darebin",-37.7106,145.0225
"Reservoir","124 Rathcown Rd","2","h",680000,"S","hockingstuart","27-06-16",11.2,"3073","2","1","1",750,92,"1960","Darebin",-37.7089,145.0192
"Reservoir","15 Berwick St","3","h",751000,"S","Love","27-11-16",11.2,"3073","3","1","2",604,152.825581395349,"1940","Darebin",-37.723,145.0024
"Reservoir","10 Dumbarton St","3","h",851000,"S","Barry","27-11-16",11.2,"3073","3","1","1",826,101,"1960","Darebin",-37.7013,145.0244
"Reservoir","1 Mendip Rd","3","h",1025000,"S","RW","27-11-16",11.2,"3073","3","1","4",670,134,"1935","Darebin",-37.7242,145.0154
"Reservoir","81 Barton St","3","h",784000,"S","Nelson","28-05-16",11.2,"3073","3","1","2",602,162,"1970","Darebin",-37.7115,145.0009
"Reservoir","16 Birdwood St","4","h",1186000,"SP","Nelson","28-05-16",11.2,"3073","4","1","2",895,188,"1940","Darebin",-37.7285,144.9964
"Reservoir","39 Leamington St","4","h",885000,"S","Ray","28-05-16",11.2,"3073","4","2","2",508,141,"1950","Darebin",-37.7129,145.0047
"Reservoir","6 MacKenzie St","3","h",718500,"S","Nelson","28-05-16",11.2,"3073","3","1","6",807,133,"1975","Darebin",-37.704,144.9864
"Reservoir","12 Nutwood St","5","h",762500,"S","Nelson","28-05-16",11.2,"3073","3","2","2",548,285,"1990","Darebin",-37.7099,145.0333
"Reservoir","42 Oconnor St","2","h",610000,"S","Nelson","28-08-16",11.2,"3073","3","1","2",383,103,"1970","Darebin",-37.7103,145.0037
"Reservoir","183 Wilson Bvd","4","h",680000,"S","Ray","28-08-16",11.2,"3073","4","1","2",561,134,"1960","Darebin",-37.697,144.9989
"Reservoir","27 Ashton St","3","h",705000,"S","Barry","30-07-16",11.2,"3073","3","1","1",437,152.825581395349,"1930","Darebin",-37.7291,145.021
"Richmond","24 Butler St","2","h",937000,"S","Biggin","03-09-16",2.6,"3121","2","1","1",125,103,"1950","Yarra",-37.8106,144.994
"Richmond","81 Erin St","3","h",1260000,"S","Biggin","03-09-16",2.6,"3121","2","1","0",203,81,"1900","Yarra",-37.8166,144.9945
"Richmond","131 Lord St","4","h",3335000,"S","Jellis","03-12-16",2.6,"3121","4","2","2",319,118.119387755102,"1893","Yarra",-37.8244,145.0044
"Richmond","78 Davison St","5","h",3200000,"SP","Jellis","04-03-17",2.6,"3121","5","3","3",618,260,"1890","Yarra",-37.8157,145.0073
"Richmond","247 Church St","3","h",1010000,"PI","Jellis","04-06-16",2.6,"3121","3","1","1",199,105,"1900","Yarra",-37.8193,144.9993
"Richmond","32 Duke St","2","h",1025000,"S","Jellis","04-06-16",2.6,"3121","2","1","1",169,92,"1900","Yarra",-37.8235,145.0035
"Richmond","52 Brighton St","2","h",1506000,"S","Biggin","07-05-16",2.6,"3121","2","2","1",220,131,"1920","Yarra",-37.8284,144.9989
"Richmond","31 Johnson St","3","h",1350000,"PI","Peter","07-05-16",2.6,"3121","3","1","2",332,116,"1940","Yarra",-37.8131,145.005
"Richmond","30 Cameron St","3","h",1474000,"SP","Marshall","07-11-16",2.6,"3121","3","1","0",238,94,"1900","Yarra",-37.8167,144.9977
"Richmond","32 Cameron St","3","h",1555000,"S","Marshall","07-11-16",2.6,"3121","3","1","0",250,115,"1900","Yarra",-37.8167,144.9978
"Richmond","255 Coppin St","3","h",1275000,"PI","Jellis","08-10-16",2.6,"3121","3","1","2",204,128,"1900","Yarra",-37.8285,145.0022
"Richmond","13 McKay St","3","h",1150000,"VB","Jellis","08-10-16",2.6,"3121","3","1","0",176,92,"1900","Yarra",-37.8116,145.0042
"Richmond","249 Punt Rd","4","h",950000,"VB","Jellis","08-10-16",2.6,"3121","4","1","0",254,124,"1890","Yarra",-37.8201,144.9898
"Richmond","6 Berry St","2","h",900000,"PI","hockingstuart","10-12-16",2.6,"3121","2","1","0",95,63,"1900","Yarra",-37.8193,144.9976
"Richmond","50B Duke St","3","h",1250000,"S","Biggin","10-12-16",2.6,"3121","3","2","1",120,126,"2010","Yarra",-37.8243,145.0034
"Richmond","22 Garfield St","2","h",990000,"S","Biggin","10-12-16",2.6,"3121","2","1","1",117,75,"1900","Yarra",-37.812,144.9939
"Richmond","8 George St","2","h",1189000,"S","Biggin","10-12-16",2.6,"3121","2","1","0",158,110,"1900","Yarra",-37.8232,145.0002
"Richmond","308 Lennox St","2","h",1220000,"S","Biggin","10-12-16",2.6,"3121","2","1","1",166,88,"1900","Yarra",-37.8245,144.9933
"Richmond","149 Mary St","3","h",1100000,"S","Abercromby's","10-12-16",2.6,"3121","3","1","0",162,81,"1915","Yarra",-37.8241,145.0015
"Richmond","25 Egan St","3","h",1074000,"S","Marshall","12-11-16",2.6,"3121","3","1","0",245,140,"1900","Yarra",-37.8138,144.9921
"Richmond","41 Shelley St","3","h",1465000,"S","Biggin","12-11-16",2.6,"3121","3","2","2",233,170,"1993","Yarra",-37.8122,144.9937
"Richmond","41 Clifton St","2","h",1035000,"S","Jellis","13-08-16",2.6,"3121","2","1","0",108,118.119387755102,"1900","Yarra",-37.8251,144.9959
"Richmond","77 Buckingham St","3","h",1182000,"S","Biggin","14-05-16",2.6,"3121","3","1","1",199,110,"1920","Yarra",-37.8139,145.0039
"Richmond","143 Burnley St","2","h",777500,"PI","hockingstuart","14-05-16",2.6,"3121","2","1","1",151,76,"1900","Yarra",-37.8171,145.009
"Richmond","27 Glass St","3","h",1115000,"S","Whiting","14-05-16",2.6,"3121","3","2","2",129,120,"1980","Yarra",-37.824,145.0052
"Richmond","8 Malleson St","3","h",1420000,"S","Jellis","14-05-16",2.6,"3121","3","1","0",198,119,"1890","Yarra",-37.8225,145.0007
"Richmond","42 Hunter St","2","h",860000,"S","Biggin","15-10-16",2.6,"3121","2","2","0",74,95,"2000","Yarra",-37.8207,145.0053
"Richmond","48 Rooney St","3","h",1820000,"S","Jellis","15-10-16",2.6,"3121","3","1","1",410,118.119387755102,"1900","Yarra",-37.8292,145.0029
"Richmond","29 Bennett St","3","h",1088000,"S","Jellis","16-04-16",2.6,"3121","3","3","2",168,120,"1915","Yarra",-37.8126,145.0064
"Richmond","30 Highett St","4","h",3001000,"S","Biggin","16-04-16",2.6,"3121","2","3","1",544,241,"1920","Yarra",-37.8152,144.9922
