"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","CouncilArea","Lattitude","Longtitude","Days.diff","Dist.bucket","Price.bucket","Months"
"Templestowe Lower","6 Boonah Ct","5","h",1050000,"PI","Barry","04-03-17",13.8,"3107","5","3","2",728,191.358974358974,"Manningham",-37.7601,145.1229,428,"very far","8L- 16L","Mar'17"
"Templestowe Lower","11 Corroboree Pl","4","h",1257000,"S","Barry","04-03-17",13.8,"3107","4","3","2",706,191.358974358974,"Manningham",-37.7597,145.1058,428,"very far","8L- 16L","Mar'17"
"Templestowe Lower","65 Glenair St","3","h",1101000,"S","Barry","04-06-16",13.8,"3107","3","2","2",643,135,"Manningham",-37.7602,145.1166,155,"very far","8L- 16L","Jun'16"
"Templestowe Lower","40 Ironbark Dr","8","h",1150000,"PI","Barry","04-06-16",13.8,"3107","6","4","3",668,191.358974358974,"Manningham",-37.7733,145.1198,155,"very far","8L- 16L","Jun'16"
"Templestowe Lower","5 Laloma Ct","4","h",1000000,"VB","Jellis","04-06-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,155,"very far","8L- 16L","Jun'16"
"Templestowe Lower","8 Corroboree Pl","3","h",1200000,"S","Jellis","06-08-16",13.8,"3107","3","1","2",730,155,"Manningham",-37.76,145.1054,218,"very far","8L- 16L","Aug'16"
"Templestowe Lower","157 Swanston St","4","h",990000,"PI","Barry","06-08-16",13.8,"3107","4","2","2",652,189,"Manningham",-37.7573,145.0994,218,"very far","8L- 16L","Aug'16"
"Templestowe Lower","271 High St","4","h",1500000,"SP","Jellis","07-05-16",13.8,"3107","4","2","2",420,255,"Manningham",-37.767,145.119,127,"very far","8L- 16L","May'16"
"Templestowe Lower","315 Thompsons Rd","3","h",1290000,"S","Barry","07-11-16",13.8,"3107","3","1","2",900,125,"Manningham",-37.764,145.1097,311,"very far","8L- 16L","Nov'16"
"Templestowe Lower","30 Chatsworth Qd","3","h",1105000,"S","Philip","08-10-16",13.8,"3107","3","1","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,281,"very far","8L- 16L","Oct'16"
"Templestowe Lower","360 Thompsons Rd","4","h",790000,"PI","Mason","08-10-16",13.8,"3107","4","2","5",671,180,"Manningham",-37.7631,145.1108,281,"very far","4L-8L","Oct'16"
"Templestowe Lower","40 Dellfield Dr","5","h",950000,"PI","Barry","10-09-16",13.8,"3107","5","3","2",700,220,"Manningham",-37.7658,145.124,253,"very far","8L- 16L","Sep'16"
"Templestowe Lower","65 Fyfe Dr","4","h",1421000,"S","Barry","10-09-16",13.8,"3107","4","2","2",650,260,"Manningham",-37.7694,145.1222,253,"very far","8L- 16L","Sep'16"
"Templestowe Lower","4 Finn Ct","3","h",1051000,"S","Jellis","10-12-16",13.8,"3107","3","2","1",962,142,"Manningham",-37.7644,145.112,344,"very far","8L- 16L","Dec'16"
"Templestowe Lower","36 Howitt Dr","3","h",1065000,"S","Ray","10-12-16",13.8,"3107","3","1","2",664,191.358974358974,"Manningham",-37.7637,145.1117,344,"very far","8L- 16L","Dec'16"
"Templestowe Lower","240 Manningham Rd","4","h",1120000,"PI","Barry","10-12-16",13.8,"3107","4","2","2",636,191.358974358974,"Manningham",-37.773,145.1074,344,"very far","8L- 16L","Dec'16"
"Templestowe Lower","45 Lynnwood Pde","5","h",1710000,"S","Barry","11-03-17",13.8,"3107","5","2","2",666,355,"Manningham",-37.7692,145.1253,435,"very far","16L-25L","Mar'17"
"Templestowe Lower","16 Clauscen St","4","h",1280000,"PI","Jellis","12-11-16",13.8,"3107","4","2","2",681,158,"Manningham",-37.7646,145.1167,316,"very far","8L- 16L","Nov'16"
"Templestowe Lower","39 Hazel Dr","5","h",750000,"PI","hockingstuart","12-11-16",13.8,"3107","5","3","4",800,335,"Manningham",-37.7696,145.1078,316,"very far","4L-8L","Nov'16"
"Templestowe Lower","13 Alburnum Cr","3","h",982000,"S","Fletchers","13-08-16",13.8,"3107","3","1","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,225,"very far","8L- 16L","Aug'16"
"Templestowe Lower","53 Eucalypt Av","4","h",958000,"S","Barry","13-08-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,225,"very far","8L- 16L","Aug'16"
"Templestowe Lower","253 Thompsons Rd","4","h",1000000,"VB","hockingstuart","13-08-16",13.8,"3107","4","3","2",728,164,"Manningham",-37.768,145.1027,225,"very far","8L- 16L","Aug'16"
"Templestowe Lower","17 Gidgee Av","4","h",1210000,"S","Ray","16-04-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,106,"very far","8L- 16L","Apr'16"
"Templestowe Lower","13 Tasker St","3","h",1010000,"S","Barry","16-04-16",13.8,"3107","3","2","2",751,175,"Manningham",-37.77,145.1025,106,"very far","8L- 16L","Apr'16"
"Templestowe Lower","17 Andromeda Wy","4","h",1000000,"PI","Jellis","16-07-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,197,"very far","8L- 16L","Jul'16"
"Templestowe Lower","3/8 Balmoral Av","3","h",905000,"S","Barry","17-09-16",13.8,"3107","3","1","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,260,"very far","8L- 16L","Sep'16"
"Templestowe Lower","64 Magnolia Ct","4","h",1325000,"S","Fletchers","17-09-16",13.8,"3107","4","3","2",740,191.358974358974,"Manningham",-37.7728,145.1271,260,"very far","8L- 16L","Sep'16"
"Templestowe Lower","7 Eric Av","4","h",1180000,"S","Jellis","18-03-17",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,442,"very far","8L- 16L","Mar'17"
"Templestowe Lower","34 Parker St","3","h",1210000,"PI","Barry","18-03-17",13.8,"3107","3","1","1",794,134,"Manningham",-37.7569,145.1179,442,"very far","8L- 16L","Mar'17"
"Templestowe Lower","42 Glenair St","3","h",982000,"S","Barry","18-06-16",13.8,"3107","4","2","2",652,191.358974358974,"Manningham",-37.7629,145.1157,169,"very far","8L- 16L","Jun'16"
"Templestowe Lower","133 MacEdon Rd","4","h",945000,"PI","Jellis","18-06-16",13.8,"3107","4","2","2",675,181,"Manningham",-37.764,145.1145,169,"very far","8L- 16L","Jun'16"
"Templestowe Lower","1 Beacon Ct","4","h",975000,"S","Fletchers","19-11-16",13.8,"3107","4","2","2",953,191.358974358974,"Manningham",-37.7625,145.1256,323,"very far","8L- 16L","Nov'16"
"Templestowe Lower","3 Buller Tce","3","h",1211000,"S","Philip","19-11-16",13.8,"3107","3","2","2",875,123,"Manningham",-37.767,145.1097,323,"very far","8L- 16L","Nov'16"
"Templestowe Lower","6 Jacana Av","3","h",1500500,"SP","Parkes","19-11-16",13.8,"3107","3","1","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,323,"very far","8L- 16L","Nov'16"
"Templestowe Lower","135 MacEdon Rd","4","h",1100000,"PI","Barry","19-11-16",13.8,"3107","4","2","4",654,199,"Manningham",-37.7639,145.1145,323,"very far","8L- 16L","Nov'16"
"Templestowe Lower","5 Michael St","3","h",1155000,"S","Barry","22-05-16",13.8,"3107","3","1","1",770,191.358974358974,"Manningham",-37.77,145.1089,142,"very far","8L- 16L","May'16"
"Templestowe Lower","40 Mincha Av","5","h",890000,"S","Barry","22-05-16",13.8,"3107","5","3","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,142,"very far","8L- 16L","May'16"
"Templestowe Lower","3 Astley St","4","h",920000,"PI","Barry","22-08-16",13.8,"3107","4","2","2",678,191.358974358974,"Manningham",-37.7613,145.1047,234,"very far","8L- 16L","Aug'16"
"Templestowe Lower","22 Fairbank Cr","4","h",1100000,"PI","hockingstuart","22-08-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,234,"very far","8L- 16L","Aug'16"
"Templestowe Lower","30 Waratah Dr","3","h",940000,"S","Jellis","23-04-16",13.8,"3107","3","1","1",661,191.358974358974,"Manningham",-37.7611,145.1168,113,"very far","8L- 16L","Apr'16"
"Templestowe Lower","9 Esther St","3","h",1053000,"S","Ray","24-09-16",13.8,"3107","3","1","1",726,191.358974358974,"Manningham",-37.7656,145.1017,267,"very far","8L- 16L","Sep'16"
"Templestowe Lower","15 Killarney Rd","3","h",1002000,"S","Barry","24-09-16",13.8,"3107","3","1","2",799,174,"Manningham",-37.7698,145.1028,267,"very far","8L- 16L","Sep'16"
"Templestowe Lower","1/339 High St","4","h",850000,"S","Lindellas","25-02-17",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,421,"very far","8L- 16L","Feb'17"
"Templestowe Lower","4 Lowan Av","3","h",1050000,"S","Barry","25-02-17",13.8,"3107","3","1","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,421,"very far","8L- 16L","Feb'17"
"Templestowe Lower","2/257 Thompsons Rd","4","h",1100000,"VB","Lindellas","25-02-17",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,421,"very far","8L- 16L","Feb'17"
"Templestowe Lower","20 Astley St","4","h",1209000,"S","Barry","26-07-16",13.8,"3107","4","2","2",770,160,"Manningham",-37.7617,145.1065,207,"very far","8L- 16L","Jul'16"
"Templestowe Lower","62 Hodgson St","5","h",2080000,"S","Barry","26-07-16",13.8,"3107","5","4","2",646,360,"Manningham",-37.7625,145.1043,207,"very far","16L-25L","Jul'16"
"Templestowe Lower","17 Fairbank Cr","4","h",1175000,"PI","Barry","27-06-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,178,"very far","8L- 16L","Jun'16"
"Templestowe Lower","30 Jeffrey St","3","h",1050000,"SP","Philip","27-06-16",13.8,"3107","3","1","2",727,191.358974358974,"Manningham",-37.7647,145.1051,178,"very far","8L- 16L","Jun'16"
"Templestowe Lower","5 MacRobertson St","4","h",1118000,"S","Philip","27-06-16",13.8,"3107","4","2","2",705,195,"Manningham",-37.7595,145.1176,178,"very far","8L- 16L","Jun'16"
"Templestowe Lower","31 Sassafras Dr","4","h",1070000,"PI","Jellis","27-06-16",13.8,"3107","4","2","2",637,191.358974358974,"Manningham",-37.7683,145.1188,178,"very far","8L- 16L","Jun'16"
"Templestowe Lower","4 Caroline Dr","3","h",1220000,"SP","Jellis","27-11-16",13.8,"3107","3","1","2",720,133,"Manningham",-37.7668,145.1086,331,"very far","8L- 16L","Nov'16"
"Templestowe Lower","6 Exeter Cl","4","h",1222000,"S","Fletchers","27-11-16",13.8,"3107","4","2","4",732,191.358974358974,"Manningham",-37.7704,145.1247,331,"very far","8L- 16L","Nov'16"
"Templestowe Lower","5 Fairbank Cr","5","h",1097500,"S","Barry","27-11-16",13.8,"3107","5","3","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,331,"very far","8L- 16L","Nov'16"
"Templestowe Lower","205 High St","3","h",2025000,"S","Jellis","27-11-16",13.8,"3107","3","1","2",796,191.358974358974,"Manningham",-37.7726,145.1149,331,"very far","16L-25L","Nov'16"
"Templestowe Lower","331a High St","4","h",1505000,"S","hockingstuart","27-11-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,331,"very far","8L- 16L","Nov'16"
"Templestowe Lower","26 Horsfall St","4","h",1650000,"PI","Jellis","27-11-16",13.8,"3107","4","2","2",673,280,"Manningham",-37.7647,145.1186,331,"very far","16L-25L","Nov'16"
"Templestowe Lower","78 Olympus Dr","4","h",1182500,"S","Barry","27-11-16",13.8,"3107","4","2","2",650,150,"Manningham",-37.7764,145.1216,331,"very far","8L- 16L","Nov'16"
"Templestowe Lower","132 Templestowe Rd","4","h",1020000,"S","Barry","27-11-16",13.8,"3107","4","2","2",652,145,"Manningham",-37.7557,145.0957,331,"very far","8L- 16L","Nov'16"
"Templestowe Lower","73 Chalon Av","5","h",970000,"PI","Barry","28-05-16",13.8,"3107","5","3","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,148,"very far","8L- 16L","May'16"
"Templestowe Lower","22 Hazel Dr","3","h",838000,"S","Barry","28-05-16",13.8,"3107","3","2","1",467,180,"Manningham",-37.7699,145.1081,148,"very far","8L- 16L","May'16"
"Templestowe Lower","23 Hotham St","3","h",650000,"VB","RT","28-05-16",13.8,"3107","3","1","2",327,120,"Manningham",-37.7709,145.1104,148,"very far","4L-8L","May'16"
"Templestowe Lower","49 Howitt Dr","4","h",870000,"PI","Barry","28-05-16",13.8,"3107","4","1","2",826,191.358974358974,"Manningham",-37.7629,145.112,148,"very far","8L- 16L","May'16"
"Templestowe Lower","34 Linton Av","4","h",1150000,"PI","Barry","28-05-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,148,"very far","8L- 16L","May'16"
"Templestowe Lower","16 Rosa St","3","h",1509000,"S","Barry","28-05-16",13.8,"3107","3","2","2",812,158,"Manningham",-37.7714,145.1141,148,"very far","8L- 16L","May'16"
"Templestowe Lower","49 Feathertop Av","6","h",1363000,"S","Jellis","28-08-16",13.8,"3107","6","3","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,240,"very far","8L- 16L","Aug'16"
"Templestowe Lower","33 Lowan Av","4","h",1309000,"S","Barry","28-08-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,240,"very far","8L- 16L","Aug'16"
"Templestowe Lower","64 MacEdon Rd","4","h",1358500,"S","Barry","28-08-16",13.8,"3107","4","2","2",742,191.358974358974,"Manningham",-37.7701,145.1131,240,"very far","8L- 16L","Aug'16"
"Templestowe Lower","37 Eric Av","4","h",870000,"PI","Barry","30-07-16",13.8,"3107","4","2","2",701.712121212121,191.358974358974,"Manningham",-37.7647,145.11255,211,"very far","8L- 16L","Jul'16"
"Thornbury","13b Hammond St","3","h",1470000,"S","McGrath","03-12-16",6.5,"3071","3","1","1",407.878048780488,153.066666666667,"Darebin",-37.75845,145.00743,337,"medium","8L- 16L","Dec'16"
"Thornbury","9 Normanby Av","5","h",1645000,"S","Nelson","04-02-16",6.5,"3071","5","3","1",407.878048780488,153.066666666667,"Darebin",-37.75845,145.00743,34,"medium","16L-25L","Feb'16"
"Thornbury","184 Raleigh St","4","h",1428888,"SP","Miles","04-03-17",6.5,"3071","4","2","1",470,153,"Darebin",-37.7601,145.0122,428,"medium","8L- 16L","Mar'17"
"Thornbury","40 Wales St","2","h",940000,"S","Nelson","07-05-16",6.5,"3071","2","1","1",372,110,"Darebin",-37.7631,145.0091,127,"medium","8L- 16L","May'16"
"Thornbury","19 Hobson St","2","h",700000,"PI","McGrath","07-11-16",6.5,"3071","2","1","1",139,153.066666666667,"Darebin",-37.7536,144.9921,311,"medium","4L-8L","Nov'16"
"Thornbury","52 Gooch St","3","h",1135000,"S","Nelson","08-10-16",6.5,"3071","3","1","1",294,153.066666666667,"Darebin",-37.7585,145.0042,281,"medium","8L- 16L","Oct'16"
"Thornbury","111a Darebin Rd","3","h",1010000,"S","Love","10-09-16",6.5,"3071","3","1","1",407.878048780488,153.066666666667,"Darebin",-37.75845,145.00743,253,"medium","8L- 16L","Sep'16"
"Thornbury","178 Clarendon St","3","h",1430000,"S","Nelson","11-02-17",6.5,"3071","3","1","3",705,153.066666666667,"Darebin",-37.7611,145.0142,407,"medium","8L- 16L","Feb'17"
"Thornbury","327 Gillies St","3","h",1210000,"PI","Nelson","12-06-16",6.5,"3071","3","2","2",398,153.066666666667,"Darebin",-37.763,145.0198,163,"medium","8L- 16L","Jun'16"
"Thornbury","4 Kelvin Gr","2","h",944000,"SP","Barry","12-06-16",6.5,"3071","2","1","1",185,78,"Darebin",-37.763,145.0025,163,"medium","8L- 16L","Jun'16"
"Thornbury","92 Speight St","2","h",970000,"S","Barry","12-06-16",6.5,"3071","2","1","3",491,153.066666666667,"Darebin",-37.7633,145.0169,163,"medium","8L- 16L","Jun'16"
"Thornbury","51 Alston St","3","h",887000,"S","Love","12-11-16",6.5,"3071","3","2","2",540,129,"Darebin",-37.7554,145.0211,316,"medium","8L- 16L","Nov'16"
"Thornbury","120 Normanby Av","3","h",1265000,"S","Woodards","12-11-16",6.5,"3071","3","1","1",407.878048780488,153.066666666667,"Darebin",-37.75845,145.00743,316,"medium","8L- 16L","Nov'16"
"Thornbury","220a Mansfield St","3","h",701000,"S","Stockdale","13-08-16",6.5,"3071","3","3","2",273,71,"Darebin",-37.7583,145.0174,225,"medium","4L-8L","Aug'16"
"Thornbury","296 Gooch St","2","h",740000,"S","Harcourts","14-05-16",6.5,"3071","3","1","2",467,153.066666666667,"Darebin",-37.7606,145.0241,134,"medium","4L-8L","May'16"
"Thornbury","46 Harold St","2","h",1110000,"SP","Barry","14-05-16",6.5,"3071","2","1","0",288,105,"Darebin",-37.7564,144.9971,134,"medium","8L- 16L","May'16"
"Thornbury","137 Mansfield St","3","h",2040000,"S","Barry","14-05-16",6.5,"3071","3","1","1",407.878048780488,153.066666666667,"Darebin",-37.75845,145.00743,134,"medium","16L-25L","May'16"
"Thornbury","269 Mansfield St","4","h",795000,"S","Love","14-05-16",6.5,"3071","4","2","1",402,153.066666666667,"Darebin",-37.7584,145.0214,134,"medium","4L-8L","May'16"
"Thornbury","34a Newman St","2","h",720000,"PI","Love","14-05-16",6.5,"3071","2","1","1",407.878048780488,153.066666666667,"Darebin",-37.75845,145.00743,134,"medium","4L-8L","May'16"
"Thornbury","28 Bradley Av","3","h",1200000,"S","Nelson","15-10-16",6.5,"3071","3","1","1",407.878048780488,153.066666666667,"Darebin",-37.75845,145.00743,288,"medium","8L- 16L","Oct'16"
"Thornbury","126 Keon St","3","h",1265000,"S","Jellis","15-10-16",6.5,"3071","3","2","2",397,97,"Darebin",-37.7515,144.9857,288,"medium","8L- 16L","Oct'16"
"Thornbury","111 Smith St","2","h",1085000,"S","Nelson","15-10-16",6.5,"3071","2","1","2",303,102,"Darebin",-37.7569,144.9914,288,"medium","8L- 16L","Oct'16"
"Thornbury","10 Ethel St","3","h",898000,"S","hockingstuart","16-04-16",6.5,"3071","3","2","2",210,108,"Darebin",-37.7551,144.9993,106,"medium","8L- 16L","Apr'16"
"Thornbury","22 Gooch St","3","h",1235000,"S","Jellis","16-04-16",6.5,"3071","3","3","1",288,133,"Darebin",-37.7583,145.0025,106,"medium","8L- 16L","Apr'16"
"Thornbury","37 Lewis St","3","h",995000,"S","Jellis","16-04-16",6.5,"3071","2","1","1",327,96,"Darebin",-37.7574,144.9854,106,"medium","8L- 16L","Apr'16"
"Thornbury","11 Clarendon St","3","h",1400000,"SP","Jellis","17-09-16",6.5,"3071","2","2","1",417,159,"Darebin",-37.7595,145.0017,260,"medium","8L- 16L","Sep'16"
"Thornbury","55 Comas Gr","3","h",1200000,"S","Nelson","17-09-16",6.5,"3071","3","2","2",430,153.066666666667,"Darebin",-37.752,144.9852,260,"medium","8L- 16L","Sep'16"
"Thornbury","48 Leinster Gr","3","h",920000,"S","Nelson","17-09-16",6.5,"3071","2","1","2",410,153.066666666667,"Darebin",-37.7604,144.9877,260,"medium","8L- 16L","Sep'16"
"Thornbury","50 Leinster Gr","3","h",1110000,"S","Nelson","17-09-16",6.5,"3071","3","1","1",562,156,"Darebin",-37.7602,144.9878,260,"medium","8L- 16L","Sep'16"
"Thornbury","146 Rossmoyne St","3","h",1200000,"VB","Nelson","17-09-16",6.5,"3071","3","2","1",345,345,"Darebin",-37.7582,145.0094,260,"medium","8L- 16L","Sep'16"
"Thornbury","39 Keon St","3","h",1020000,"S","Nelson","18-03-17",6.5,"3071","3","1","1",366,153.066666666667,"Darebin",-37.7524,144.9912,442,"medium","8L- 16L","Mar'17"
"Thornbury","33 Wales St","3","h",1245000,"S","hockingstuart","18-03-17",6.5,"3071","3","1","1",409,153.066666666667,"Darebin",-37.7633,145.0087,442,"medium","8L- 16L","Mar'17"
"Thornbury","175 Riley St","2","h",1065000,"S","Thomas","18-06-16",6.5,"3071","2","1","1",407.878048780488,153.066666666667,"Darebin",-37.75845,145.00743,169,"medium","8L- 16L","Jun'16"
"Thornbury","152 Gooch St","3","h",1427000,"S","Nelson","19-11-16",6.5,"3071","3","1","1",275,127,"Darebin",-37.7592,145.0105,323,"medium","8L- 16L","Nov'16"
"Thornbury","36 Rossmoyne St","2","h",1164000,"S","Jellis","19-11-16",6.5,"3071","2","2","0",206,153.066666666667,"Darebin",-37.7576,145.0032,323,"medium","8L- 16L","Nov'16"
"Thornbury","144 Clarendon St","3","h",1290000,"SP","Barry","22-05-16",6.5,"3071","3","1","2",435,138,"Darebin",-37.7607,145.0105,142,"medium","8L- 16L","May'16"
"Thornbury","279 Mansfield St","2","h",900000,"S","Nelson","22-08-16",6.5,"3071","2","1","1",497,153.066666666667,"Darebin",-37.7585,145.0226,234,"medium","8L- 16L","Aug'16"
"Thornbury","51 Martin St","3","h",1620000,"S","Nelson","22-08-16",6.5,"3071","3","2","2",477,153.066666666667,"Darebin",-37.7612,145.0045,234,"medium","16L-25L","Aug'16"
"Thornbury","138 Raleigh St","2","h",1143000,"S","Ray","22-08-16",6.5,"3071","2","1","2",431,153.066666666667,"Darebin",-37.7598,145.0088,234,"medium","8L- 16L","Aug'16"
"Thornbury","43 Ballantyne St","2","h",925000,"S","Holland","24-09-16",6.5,"3071","2","1","1",258,157,"Darebin",-37.7584,144.9971,267,"medium","8L- 16L","Sep'16"
"Thornbury","50b Clyde St","3","h",1250000,"VB","Nelson","24-09-16",6.5,"3071","3","2","3",297,234,"Darebin",-37.7617,145.0117,267,"medium","8L- 16L","Sep'16"
"Thornbury","109 Rossmoyne St","3","h",1570000,"SP","McGrath","24-09-16",6.5,"3071","4","2","1",377,377,"Darebin",-37.7578,145.0076,267,"medium","8L- 16L","Sep'16"
"Thornbury","29 Collins St","2","h",1211000,"S","hockingstuart","25-02-17",6.5,"3071","2","1","0",302,97,"Darebin",-37.7549,145.0035,421,"medium","8L- 16L","Feb'17"
"Thornbury","45A Harold St","3","h",1280000,"S","Jellis","25-02-17",6.5,"3071","3","1","1",253,130,"Darebin",-37.7566,144.9965,421,"medium","8L- 16L","Feb'17"
"Thornbury","42 Mansfield St","4","h",1478000,"SP","Jellis","25-02-17",6.5,"3071","4","2","0",387,152,"Darebin",-37.7569,145.0041,421,"medium","8L- 16L","Feb'17"
"Thornbury","172 Rossmoyne St","3","h",1280000,"SP","McGrath","25-02-17",6.5,"3071","3","2","2",349,153.066666666667,"Darebin",-37.7584,145.0115,421,"medium","8L- 16L","Feb'17"
"Thornbury","39 Smith St","3","h",1913000,"S","McGrath","25-02-17",6.5,"3071","3","2","2",611,212,"Darebin",-37.7575,144.9968,421,"medium","16L-25L","Feb'17"
"Thornbury","11 Martin St","3","h",1272000,"S","Jellis","26-07-16",6.5,"3071","3","1","0",297,153.066666666667,"Darebin",-37.7609,145.0016,207,"medium","8L- 16L","Jul'16"
"Thornbury","6 Martin St","2","h",972000,"S","Jellis","26-07-16",6.5,"3071","2","1","0",229,153.066666666667,"Darebin",-37.7611,145.0009,207,"medium","8L- 16L","Jul'16"
"Thornbury","337 Rossmoyne St","4","h",928500,"S","Barry","26-07-16",6.5,"3071","4","2","2",538,150,"Darebin",-37.7595,145.0241,207,"medium","8L- 16L","Jul'16"
"Thornbury","172 Rossmoyne St","3","h",1200000,"VB","Nelson","27-06-16",6.5,"3071","3","2","2",349,153.066666666667,"Darebin",-37.7584,145.0115,178,"medium","8L- 16L","Jun'16"
"Thornbury","129 Clarendon St","3","h",1370000,"S","Jellis","27-11-16",6.5,"3071","3","2","3",417,153,"Darebin",-37.7602,145.0084,331,"medium","8L- 16L","Nov'16"
"Thornbury","13a hammond St","3","h",1470000,"SP","McGrath","27-11-16",6.5,"3071","3","1","1",407.878048780488,153.066666666667,"Darebin",-37.75845,145.00743,331,"medium","8L- 16L","Nov'16"
"Thornbury","386 Station St","3","h",1160000,"SP","McGrath","27-11-16",6.5,"3071","3","2","2",644,149,"Darebin",-37.7604,145.021,331,"medium","8L- 16L","Nov'16"
"Thornbury","46 Rennie St","3","h",1430000,"S","Nelson","28-08-16",6.5,"3071","3","2","2",365,153.066666666667,"Darebin",-37.7529,144.9902,240,"medium","8L- 16L","Aug'16"
"Thornbury","126 Smith St","3","h",1380000,"SP","Jellis","28-08-16",6.5,"3071","3","2","1",359,128,"Darebin",-37.7565,144.9906,240,"medium","8L- 16L","Aug'16"
"Thornbury","31 Newman St","3","h",1200000,"PI","Jellis","30-07-16",6.5,"3071","3","2","1",332,153.066666666667,"Darebin",-37.7569,144.9861,211,"medium","8L- 16L","Jul'16"
"Toorak","9 Devorgilla Av","3","h",4300000,"VB","Kay","03-12-16",4.6,"3142","3","1","2",548.75,241.458333333333,"Stonnington",-37.84323,145.01234,337,"near",">25L","Dec'16"
"Toorak","1/3 Glover Ct","3","h",1435000,"S","RT","03-12-16",4.6,"3142","3","1","0",889,135,"Stonnington",-37.8328,145.0065,337,"near","8L- 16L","Dec'16"
"Toorak","10 Myoora Rd","4","h",5500000,"VB","Marshall","03-12-16",4.6,"3142","4","3","2",691,374,"Stonnington",-37.8431,145.021,337,"near",">25L","Dec'16"
"Toorak","232 Williams Rd","3","h",1635000,"S","Marshall","03-12-16",4.6,"3142","3","1","2",386,241.458333333333,"Stonnington",-37.8435,145.0043,337,"near","16L-25L","Dec'16"
"Toorak","684 Orrong Rd","4","h",5500000,"S","Marshall","04-03-17",4.6,"3142","4","4","5",877,332,"Stonnington",-37.8447,145.0134,428,"near",">25L","Mar'17"
"Toorak","13 Ruabon Rd","2","h",1300000,"VB","David","04-03-17",4.6,"3142","2","1","0",338,241.458333333333,"Stonnington",-37.8475,145.0086,428,"near","8L- 16L","Mar'17"
"Toorak","16 Tashinny Rd","3","h",1689000,"S","Kay","04-03-17",4.6,"3142","3","1","0",222,118,"Stonnington",-37.8448,145.0055,428,"near","16L-25L","Mar'17"
"Toorak","5 Berenice Tce","4","h",4000000,"VB","Jellis","10-09-16",4.6,"3142","3","2","2",632,241.458333333333,"Stonnington",-37.8338,145.0086,253,"near",">25L","Sep'16"
"Toorak","4 Matthews Ct","3","h",2820000,"PI","Kay","10-12-16",4.6,"3142","3","2","2",600,205,"Stonnington",-37.8332,145.0117,344,"near",">25L","Dec'16"
"Toorak","7 Monomeath Av","3","h",3850000,"S","RT","11-03-17",4.6,"3142","3","1","2",548.75,241.458333333333,"Stonnington",-37.84323,145.01234,435,"near",">25L","Mar'17"
"Toorak","296A Williams Rd","3","h",2840000,"PI","Marshall","11-03-17",4.6,"3142","3","2","4",1317,228,"Stonnington",-37.838,145.0054,435,"near",">25L","Mar'17"
"Toorak","1 Ross St","4","h",4000000,"VB","Kay","13-08-16",4.6,"3142","4","4","4",324,60,"Stonnington",-37.8439,145.0093,225,"near",">25L","Aug'16"
"Toorak","17 Albany Rd","3","h",6250000,"S","Kay","15-10-16",4.6,"3142","3","3","2",564,342,"Stonnington",-37.8486,145.0244,288,"near",">25L","Oct'16"
"Toorak","23 Canberra Rd","4","h",4500000,"PI","RT","15-10-16",4.6,"3142","4","3","2",732,367,"Stonnington",-37.8349,145.01,288,"near",">25L","Oct'16"
"Toorak","28 Church St","4","h",2025000,"PI","Sotheby's","15-10-16",4.6,"3142","4","2","2",237,241.458333333333,"Stonnington",-37.8507,145.0298,288,"near","16L-25L","Oct'16"
"Toorak","719a Malvern Rd","3","h",1300000,"SP","Biggin","16-04-16",4.6,"3142","3","1","1",266,241.458333333333,"Stonnington",-37.8493,145.0134,106,"near","8L- 16L","Apr'16"
